Date,Open,High,Low,Close,Adj Close,Volume
2019-02-01,270.149994,281.309998,267.829987,278.679993,256.026611,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,259.517731,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,271.309418,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,254.007706,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,270.368286,1340435600
2019-07-01,296.679993,302.230011,294.329987,297.429993,275.790894,1110102300
2019-08-01,297.600006,300.869995,281.720001,292.450012,271.173218,2034004800
2019-09-01,290.570007,302.630005,289.269989,296.769989,275.178894,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,282.560547,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,292.788696,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,299.821808,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,301.174194,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,277.331512,2110214900
2020-03-01,298.209991,313.839996,218.259995,257.750000,241.281952,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,273.519745,2819312300
2020-05-01,285.309998,306.839996,272.989990,304.320007,286.551697,1910460500
2020-06-01,303.619995,323.410004,296.739990,308.359985,290.355804,2358674500
2020-07-01,309.570007,327.230011,309.070007,326.519989,308.808472,1505145300
2020-08-01,328.320007,351.299988,327.730011,349.309998,330.362244,1045563300
2020-09-01,350.209991,358.750000,319.799988,334.890015,316.724457,1814712700
2020-10-01,337.690002,354.019989,322.600006,326.540009,310.063629,1629016100
2020-11-01,330.200012,364.380005,327.239990,362.059998,343.791351,1535244300
2020-12-01,365.570007,378.459991,362.029999,373.880005,355.014923,1344541500
2021-01-01,375.309998,385.850006,364.820007,370.070007,352.895050,1402265400
2021-02-01,373.720001,394.170013,370.380005,380.359985,362.707550,1307806200
2021-03-01,385.589996,398.119995,371.880005,396.329987,377.936340,2401715800
2021-04-01,398.399994,420.720001,398.179993,417.299988,399.236450,1462106600
2021-05-01,419.429993,422.820007,404.000000,420.040009,401.857819,1547235900
2021-06-01,422.570007,428.779999,414.700012,428.059998,409.530640,1282152400
2021-07-01,428.869995,441.799988,421.970001,438.510010,420.900879,1422104700
2021-08-01,440.339996,453.070007,436.100006,451.559998,433.426880,1254001400
2021-09-01,452.559998,454.049988,428.779999,429.140015,411.907166,1745559600
2021-10-01,430.980011,459.559998,426.359985,459.250000,442.220245,1508665200
2021-11-01,460.299988,473.540009,455.299988,455.559998,438.666992,1335351500
2021-12-01,461.640015,479.000000,448.920013,474.959991,457.347656,1927433900
2022-01-01,476.299988,479.980011,420.760010,449.910004,434.748596,2485167800
2022-02-01,450.679993,458.119995,410.640015,436.630005,421.916138,2297975100
2022-03-01,435.040009,462.070007,415.119995,451.640015,436.420319,2380929500
2022-04-01,453.309998,457.829987,411.209991,412.000000,399.352905,1856757400
2022-05-01,412.070007,429.660004,380.540009,412.929993,400.254364,2418478100
2022-06-01,415.170013,417.440002,362.170013,377.250000,365.669556,1958611900
2022-07-01,376.559998,413.029999,371.040009,411.989990,401.068268,1437748400
2022-08-01,409.149994,431.730011,395.040009,395.179993,384.703918,1443394400
2022-09-01,392.890015,411.730011,357.040009,357.179993,347.711243,1998908600
2022-10-01,361.079987,389.519989,348.109985,386.209991,377.516083,2024732000
2022-11-01,390.140015,407.679993,368.790009,407.679993,398.502777,1745985300
2022-12-01,408.769989,410.489990,374.769989,382.429993,373.821167,1735973600
2023-01-01,384.369995,408.160004,377.829987,406.480011,399.154358,1575450100
2023-02-01,405.209991,418.309998,393.640015,396.260010,389.118561,1603094700
2023-03-01,395.410004,409.700012,380.649994,409.390015,402.011902,2515995800
2023-04-01,408.850006,415.940002,403.779999,415.929993,409.992828,1395683000
2023-05-01,415.470001,422.579987,403.739990,417.850006,411.885437,1780705600
2023-06-01,418.089996,444.299988,416.790009,443.279999,436.952423,1749755000
2023-07-01,442.920013,459.440002,437.059998,457.790009,452.931549,1374632400
2023-08-01,456.269989,457.250000,433.010010,450.350006,445.570496,1754764700
2023-09-01,453.170013,453.670013,422.290009,427.480011,422.943268,1588673200
2023-10-01,426.619995,438.140015,409.209991,418.200012,415.221191,1999149700
2023-11-01,419.200012,458.320007,418.649994,456.399994,453.149078,1499960600
2023-12-01,455.769989,477.549988,454.309998,475.309998,471.924408,1643108100
2024-01-01,472.160004,491.619995,466.429993,482.880005,481.384338,1700630800
2024-02-01,484.630005,510.130005,483.799988,508.079987,506.506256,1393465400
2024-03-01,508.980011,524.609985,504.910004,523.070007,521.449829,1473246900
